smiles,EC50_drer,EC50_dmag,EC50_rsub,EC50_scos
C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)(C=O)O,,0,,
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,,1,,
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,,1,,
C(COP(=O)(N)N(CCCl)CCCl)C(=O)O,,,0,
C1CNP(=O)(OC1)NCCCl,,,0,
C1COCCN1CCCS(=O)(=O)O,,,0,
C1COP(=O)(NC1=O)N(CCCl)CCCl,,,0,
C(=O)C=O,,,0,
C(Br)(Br)Br,,,0,0
C(CN)N,,,0,
C(CNCCN)N,,,0,
C(CNCCNCCN)N,,,1,
C(CO[N+](=O)[O-])OCCO[N+](=O)[O-],,,0,
C/C=C/C=O,,,1,
C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)O)O,,,1,
C1=C(C(=C(C(=C1Cl)Cl)Cl)O)Cl,,,1,
C1=C(C(=C(C(=C1Cl)Cl)Cl)O)O,,,1,
C1=C(C(=C(C(=C1Cl)Cl)O)Cl)Cl,,,1,1
C1=C(C(=CC(=C1Br)O)Br)O,,,0,
C1=C(C(=CC(=C1Cl)Cl)O)O,,,1,
C1=C(C(=O)C(=CC1=O)Br)Br,,,0,
C1=C(C(=O)C=C(C1=O)Br)Br,,,0,
C1=CC(=C(C(=C1)Br)O)Br,,,0,
C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C=C2)OC(C(OC(F)(F)F)F)(F)F)Cl)F,,,1,
C1=CC(=C(C(=C1O)Cl)Cl)Cl,,,1,
C1=CC(=C(C(=C1O)O)Cl)Cl,,,1,
C1=CC(=C(C=C1O)C(F)(F)F)[N+](=O)[O-],,,1,
C1=CC(=C(C=C1O)Cl)Cl,,,0,
C1=CC(=CC(=C1)Cl)NN=C(C#N)C#N,,,1,
C1=CC(=CC(=C1)Cl)O,,,0,
C1=CC(=CC(=C1)OC2=C(C=CC=N2)C(=O)NC3=C(C=C(C=C3)F)F)C(F)(F)F,,,1,
C1=CC(=CC=C1C2=C(C(=C(N2)C(F)(F)F)Br)C#N)Cl,,,1,1
C1=CC(=CC=C1[N+](=O)[O-])OC2=C(C=C(C=C2Cl)Cl)Cl,,,1,
C1=CC(=NC(=C1Cl)C(=O)O)Cl,,,1,
C1=CC=C(C=C1)N2C(=O)C(=C(C=N2)N)Cl,,,1,1
C1=CC=C(C=C1)OC2=CC=CC=C2,,,1,1
C1=CC=C2C(=C1)C3=CC=CC=C3O2,,,1,1
C1=CC=C2C(=C1)C=C3C=CC=CC3=N2,,,1,
C1C2C(C(C1Cl)Cl)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,,,1,
C1CC1C2=NC(=C(C(=N2)N)Cl)C(=O)O,,,0,0
C1C[N+]2=CC=CC=C2C3=CC=CC=[N+]31,,,1,1
C=C(Cl)Cl,,,0,0
CC(=O)C=C,,,1,
CC(C(=O)O)OC1=C(C=C(C=C1)Cl)Cl,,,0,
CC(C)(C)NC1=NC(=NC(=N1)N)SC,,,1,
CC(C)N(C1=CC=C(C=C1)F)C(=O)COC2=NN=C(S2)C(F)(F)F,,,1,1
CC(C)NC[C@@H](COC1=CC=C(C=C1)CC(=O)N)O,,,0,
CC(C)NC[C@H](COC1=CC=C(C=C1)CC(=O)N)O,,,0,
CC(C)OP(=O)(OC(C)C)F,,,0,
CC(CC1=CC=C(C=C1)C(C)(C)C)CN2CCCCC2,,,1,
CC1(C(C1C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C.CN1C(=O)C(C(=O)N(C1=O)C)C(=O)NC2=CC(=C(C=C2)Cl)Cl,,,1,
CC12CC1(C(=O)N(C2=O)C3=CC(=CC(=C3)Cl)Cl)C,,,1,
CC1=C(C(=CC=C1)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=NC(=N2)OCC(F)(F)F)N(C)C,,,1,1
CC1=C(C=C(C=C1)NC(=O)N(C)C)Cl,,,1,
CC1=C(S(=O)CCO1)C(=O)NC2=CC=CC=C2,,,1,
CC1=NC(=NC(=N1)OC)N(C)C(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC,,,1,1
CC1CC(C2=C(C1(C)C)C=C(C(=C2)C(=O)C)C)(C)C,,,1,
CCC(CN1CCOCC1)[N+](=O)[O-],,,1,
CCC1=C(C(=CC=C1)CC)N(CC(=O)OCC)C(=O)CCl,,,1,
CCCC1=CC=CC=C1,,,1,
CCCCCCC(C)OC(=O)COC1=NC(=C(C(=C1Cl)N)Cl)F,,,1,1
CCCCN(CC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],,,1,
CCCCOCCCC,,,0,0
CCCCS,,,0,
CCCOCC(=NC1=C(C=C(C=C1)Cl)C(F)(F)F)N2C=CN=C2,,,1,1
CCN(C1=CC=CC=C1)C(=O)OC2=CC=CC(=C2)NC(=O)OC(C)C,,,1,
CCN(CC)N=O,,,0,
CCNC1=NC(=NC(=N1)SC)NCC,,,1,
CCOC(=O)C1=C(N(N=C1)C)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,,,0,
CCOP(=S)(OCC)OC1=NC=CN=C1,,,0,
CC[C@@H]1[C@H](/C=C(/C=C/C(=O)[C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)C)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)O)(C)O)N(C)C)O)CC=O)C)\C)CO[C@H]4[C@@H]([C@@H]([C@@H]([C@H](O4)C)O)OC)OC,,,1,
CN(C)C(=O)C1=C(C=C(C=C1)NC=O)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,,,0,0
CN(C)C(=S)SSC(=S)N(C)C,,,1,
CN(C1=CC=CC=C1)C(=O)COC2=NC3=CC=CC=C3S2,,,1,
CN1C(=O)N(OC1=O)C2=CC(=C(C=C2)Cl)Cl,,,1,
CN1C2=C(N=C1Cl)N(C(=O)N(C2=O)C)C,,,0,
CNC(=O)C(=O)NC,,,0,
CNC(=O)N,,,0,
CNC(=O)N(C)C1=NC2=CC=CC=C2S1,,,1,
CNC(=O)NC,,,0,
COC(=O)C=C,,,0,
COC1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)O,,,1,
COC1=C(C(=C(C(=C1Cl)Cl)Cl)OC)O,,,1,
COC1=C(C(=C(C=C1O)Cl)Cl)Cl,,,1,
COC1=CC(=C(C(=C1O)Cl)Cl)Cl,,,1,
COC1=CC(=C(C=C1O)Cl)Cl,,,1,
COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)CC2=CC=CC=C2C(=O)OC)OC,,,1,
COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)NC2=CC=CC=C2C(=O)C3CC3)OC,,,1,
CP(=O)(CCC(C(=O)O)N)O,,,0,
C[C@@H](C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,,,1,
C[C@@H]1C/C=C/C=C/[C@@H]([C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)OC4CCC(C(O4)C)N(C)C,,,1,
C[C@H](C(=O)O)OC1=CC=C(C=C1)OC2=C(C=C(C=C2)Cl)Cl,,,1,
C[S+](C)C.C(C(=O)[O-])NCP(=O)(O)O,,,0,
C(Cl)(Br)Br,,,1,
C(Cl)(Cl)Br,,,0,
C(C=CCOC(=O)CBr)OC(=O)CBr,,,1,
C(C(CBr)Br)Cl,,,0,
C(CBr)CBr,,,0,
C1=CC=C(C(=C1)C#N)C#N,,,0,
CC=C1CC2CC1C=C2,,,1,
C=CC(CCl)Cl,,,0,
CC(=C)C=C,,,0,
C(=CC(F)(F)F)C#N,,,1,
C(C(C(Cl)(Cl)Cl)Cl)OCC(C(Cl)(Cl)Cl)Cl,,,1,
CC(Cl)Cl,,,0,
C1CCC(=CC1)C#N,,,0,
CCN(CC)CCSCC(=O)OC1CC(C(C(C23CCC(C1(C2C(=O)CC3)C)C)C)O)(C)C=C,,,1,
CCCCCCCCCCOC1C(C(C(C(O1)COC2C(C(C(C(O2)CO)O)O)O)O)O)O,,,1,1
C[C@]1(CCC[C@@]2(C1CCC(=C)[C@H]2CCC3=COC=C3)O)CO,,,1,
C[C@@]12CCC[C@@]3(C1CCC(=C)[C@H]3C[C@@H](C4=COC=C4)O)C(=O)OC2,,,1,
C=CC1=CC=CC=C1C=C,,,1,
CC(C)OP(=O)(OC(C)C)SCC1=CC=CC=C1,,,1,
CC(C)C1=CC=C(C=C1)N,,,0,
CC(C)C1=CC=CC2=CC=CC=C21,,,1,
CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,,,1,
CCC(C)C1=C(C(=CC=C1)C(C)CC)O,,,1,
CCC1CCCCC1,,,1,
CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)O,,,1,
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,,,0,
CCCCCCCCCC(=O)O,,,0,
CCCCCCCCCCCCOS(=O)(=O)O,,,0,1
CCOC(=O)CN1C2=C(C=CC=C2Cl)SC1=O,,,1,
CCC1=CC(=CC=C1)N,,,0,
CCC1=CC=C(C=C1)C2=CC=CC=C2,,,1,
CC1(C2CC3C(C(C(C(=O)C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)C(=O)N)O)N(C)C)O,,,1,
CN(C)C1=CC=C(C=C1)C(=N)C2=CC=C(C=C2)N(C)C,,,1,
COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F,,,1,
COC1=CC(=C(C=C1)OC)Cl,,,1,
CC(C)(C)C1=C(C=CC(=C1)OC)O,,,1,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,,,0,
CC1=CC(=C(C=C1)Cl)N,,,1,
CC1=CC=C(C=C1)NC2=CC=C(C=C2)C,,,1,
CC1=CC2=CC=CC=C2C(=C1)C,,,1,
CC(C(=O)OC)OC1=CC=C(C=C1)OC2=C(C=C(C=N2)C(F)(F)F)Cl,,,1,
CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,,,1,
C1=CC(=C(C=C1Br)F)F,,,0,
C1=CC(=C(C=C1[N+](=O)[O-])Cl)F,,,1,
C=C(C#N)Cl,,,1,
CC(=CC#N)N,,,1,
C(CCCC#N)CCC#N,,,0,
CCCCCCCCCCCC#N,,,1,
C1=CC=C(C(=C1)C#N)Cl,,,0,
C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N,,,1,
CCN(CC)CC,,,1,
CCNCC,,,0,
CCCCNCCCC,,,0,
CCCCCCCCCCCCCCCCCCN(C)C,,,1,
CN(C)CCN(C)CCN(C)C,,,0,
C1CNCCN1,,,0,
C(CNCCNCCNCCN)N,,,1,
C(CNCCNCCNCCNCCN)N,,,1,
CNN,,,1,
C1=C(C=C(C(=C1Cl)NN)Cl)Cl,,,1,
CCC(=NO)C,,,0,
C1CCC(=NO)CC1,,,1,
CC(C)(C)NSC1=NC2=CC=CC=C2S1,,,1,
C1=CC=C2C(=C1)NC3=CC=CC=C3S2,,,1,
C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32,,,1,
CC1=CC=CC=C1NC(=NC2=CC=CC=C2C)N,,,1,
C1=CC=C(C=C1)NC(=NC2=CC=CC=C2)N,,,1,
C(=S)(N)NN,,,0,
CC1CC(CCC1N)CC2CCC(C(C2)C)N,,,1,
CC(C)(C)N,,,0,
C(CCCN)CCN,,,0,
C1=CC(=CC(=C1)CN)CN,,,0,
C1=CC=C(C(=C1)N)N,,,1,
CC1=C(C=CC=C1N)N,,,0,
C1=CC(=C(C(=C1)Cl)Cl)N,,,1,
CC1=C(C=CC(=C1)N)N,,,1,
CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)C)N,,,1,
CC1=CC(=C(C(=C1)C)N)C,,,0,
C1=C(C=C(C(=C1Cl)N)Cl)Cl,,,1,
CC1=C(C(=CC=C1)C)N,,,0,
CCC1=C(C(=CC=C1)CC)N,,,0,
CC1=CC(=C(C=C1)C)N,,,0,
C1=CC(=C(C=C1Cl)N)Cl,,,1,
C1=CC(=CC=C1N)N,,,1,
C1=CC(=CC=C1CC2=CC=C(C=C2)N)N,,,0,
CC1=C(C=C(C=C1)N)C,,,1,
C1=CC(=CC(=C1)N)N,,,0,
CC1=C(C=C(C=C1N)[N+](=O)[O-])N,,,0,
C1=CC(=C(C=C1C(=O)O)N)Cl,,,0,
C1=CC2=C(C=CC=C2N)C(=C1)N,,,1,
CC(C)OCCO,,,0,
C(CCl)OCCCl,,,0,
COCCO,,,0,
CCOCCO,,,0,
CCCCOCCOCCO,,,0,
C1=CC=C(C=C1)COCC2=CC=CC=C2,,,1,
COC1=C(C=C(C=C1)CC=C)OC,,,0,
C1=CC(=CC=C1N)OC2=CC=C(C=C2)N,,,0,
CC(C)(C1=CC=C(C=C1)OCCO)C2=CC=C(C=C2)OCCO,,,0,
CC1(CCC(O1)(C)C)C,,,0,
C1CCC(=CC1)C2CCCCC2=O,,,0,
C1=CC(=CC=C1C(=O)C2=C(C(=C(C=C2)O)O)O)O,,,1,
CC(=O)C=CC1=CC=CC=C1,,,1,
C1CCC(=O)CC1,,,0,
CCCCCCCCC(=O)C,,,1,
CCCCCCCCC=CCCCCCCCC(=O)O,,,0,
CCCCCCCCCCCC(=O)C,,,1,
CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O,,,1,
C1=C(OC(=C1)[N+](=O)[O-])C=NNC(=O)N,,,1,
CC1=CC=CC=C1NC(=O)CC(=O)C,,,0,
C=CC(=O)O,,,1,
CC=CC=CC(=O)O,,,0,
C(CCC(=O)O)CC(=O)O,,,0,
CCCCCCCC(=O)O,,,0,
CC(C)(C)C1=CC(=C(C(=C1)C(C)(C)C)O)C(=O)O,,,1,
C1=CC=C2C=C(C(=CC2=C1)C(=O)O)O,,,0,
CC1=CC=C(C=C1)C(=O)O,,,0,
C12=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)OC2=O,,,0,
CC1(CC(CC(N1)(C)C)OC(=O)CCCCCCCCC(=O)OC2CC(NC(C2)(C)C)(C)C)C,,,1,
CC(=C)C(=O)OC,,,0,
CCCCCCCCCCCC(=O)OC,,,1,
C=C1CC(=O)O1,,,1,
CC(=O)OC=C,,,1,
CC(C)COC(=O)C,,,0,
CC(C)COC(=O)C1=CC=CC=C1C(=O)OCC(C)C,,,1,
CCCCC(CC)COC(=O)C(=C)C,,,1,
CCOC(=O)C,,,0,
CCOC(=O)C(Cl)(Cl)Cl,,,0,
CCOC(=O)C=C,,,1,
CCOC(=O)CC(=O)OCC,,,0,
C=CCOC(=O)C1=CC=CC=C1C(=O)OCC=C,,,0,
C=CC(=O)OCCCCCCOC(=O)C=C,,,1,
CC(=C)C(=O)OCCN(C)C,,,1,
CC(=C)C(=O)OCCO,,,0,
C=CC(=O)OCCO,,,1,
CCCCC(CC)C(=O)OOC(C)(C)C,,,1,
CCC(C)C1=CC=CC=C1OC(=O)NC,,,0,
C1=CC=C2C(=C1)C=CC3=CC=CC=C3C2=O,,,1,
C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,,,1,
C=CC(=O)OCCN1C(=O)N(C(=O)N(C1=O)CCOC(=O)C=C)CCOC(=O)C=C,,,0,
CC1=C2C(CCC1)C(=O)OC2=O,,,0,
COC1=CC2=C(C=C1)N=C3C=C(C(=O)C=C3O2)N,,,1,
CCC1C(C(C(C(=NOCOCCOC)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,,,1,
C(=O)C(=O)O,,,0,
CCCC(C)C=O,,,1,
CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O,,,1,
C(CC=O)CC=O,,,1,
CSCCC=O,,,1,
CC1=CC(=C(C(=C1)C)C=O)C,,,1,
C1=CC=C(C=C1)C=O,,,0,
CCCCCCCCCCCC[N+](C)(C)[O-],,,1,
CCCCC(CC)COP(=O)(CC(CC)CCCC)O,,,0,
CC1=CC=CC=C1S(=O)(=O)N,,,0,
C1=CC(=CC=C1N)S(=O)(=O)N,,,0,
CC1=C(C=C(C=C1)[N+](=O)[O-])S(=O)(=O)O,,,0,
CC1=CC=C(C=C1)S(=O)(=O)Cl,,,0,
CC(=C)C(=O)O,,,0,
CC(C(=O)O)OC1=CC=C(C=C1)OC2=C(C=C(C=C2)Cl)Cl,,,1,
CCCCCCCCCCCC(=O)O,,,0,
CCOC1=NC(=NC(=N1)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)O)NC,,,0,
CC1(CC(CC(N1)(C)C)O)C,,,0,
CCC(CC)O,,,0,
CC(C)(C1CCC(CC1)O)C2CCC(CC2)O,,,0,
C(C(CCl)O)Cl,,,0,
CCC(CO)(CO)N,,,0,
CCCCCCCCO,,,0,
CCCCCCCCCO,,,1,
CCCCCCCCCCCCCO,,,1,
C(CO)O,,,0,
C(CS)O,,,1,
CCCCCCCCCCCCC1=CC=C(C=C1)S(=O)(=O)O,,,0,
C1=CC=C(C(=C1)N)O,,,1,
CC1=CC(=C(C(=C1)O)C)C,,,0,
C1=CC(=C(C=C1Br)Br)O,,,1,
C1=C(C=C(C(=C1Br)O)Br)Br,,,1,
CC(C)(C)C1=CC(=C(C=C1)O)C(C)(C)C,,,1,
CCC(C)(C)C1=CC(=C(C=C1)O)C(C)(C)CC,,,1,
CC1=CC(=C(C=C1)O)C(C)(C)C,,,1,
CC1=CC(=C(C(=C1)C(C)(C)C)O)C,,,1,
CC(C)(C)C1=CC=CC=C1O,,,1,
CCC(C)C1=CC=CC=C1O,,,1,
CCC1=CC=CC=C1O,,,0,
CC1=CC(=C(C=C1)C(C)(C)C)O,,,1,
CC1=CC(=C(C=C1)C)O,,,0,
CC1=C(C(=C(C=C1)C)O)C,,,0,
C1=CC(=C(C(=C1Cl)O)Cl)Cl,,,1,
CC1=CC(=CC(=C1)O)C,,,0,
C1=CC(=CC=C1C2=CC=C(C=C2)O)O,,,1,
C1=CC=C(C=C1)C2=CC=C(C=C2)O,,,1,
C1=CC(=CC=C1O)Br,,,1,
CCC(C)C1=CC=C(C=C1)O,,,1,
CC1=C(C=C(C=C1)O)C,,,0,
C1=CC=C2C=C(C=CC2=C1)O,,,1,
C1=C(C(=C(C(=C1Cl)Cl)O)O)Cl,,,1,
CCC1=CC(=CC=C1)O,,,0,
CCSSCC,,,1,
CCOP(=S)(OCC)OC1=NOC(=C1)C2=CC=CC=C2,,,1,
CCS,,,1,
CCCCCCCCCCS,,,1,
C1=CC=C(C=C1)S,,,1,
CC1=C(C=C(C=C1[N+](=O)[O-])N)N,,,0,
COC1=CC(=C(C=C1)N)[N+](=O)[O-],,,0,
C1=CC(=C(C=C1Cl)[N+](=O)[O-])O,,,1,
C1=CC(=C(C=C1N)[N+](=O)[O-])O,,,1,
C1=CC(=CC=C1CCl)[N+](=O)[O-],,,1,
C1=CC(=C(C=C1[N+](=O)[O-])Cl)Cl,,,1,
COC1=CC=CC(=C1)[N+](=O)[O-],,,0,
CC(=C)C1=CC=CC=C1,,,1,
C1=CC=C2C(=C1)C3=C4C2=CC5=CC=CC6=C5C4=C(C=C6)C=C3,,,1,
CC1=CC=CC=C1Cl,,,1,
C1=CC=C(C(=C1)CCl)Cl,,,1,
C1=CC=C2C=C(C=CC2=C1)N,,,1,
CC1=CC2=C(C=C1)C=CC(=C2)C,,,1,
CC1=CC=C(C=C1)Cl,,,1,
CC1=C(C=CC(=C1)Cl)Cl,,,1,
CC1=C(C=C(C=C1)Cl)Cl,,,1,
CC1=CC(=C(C=C1)Cl)Cl,,,1,
CC(C)C1=CC=CC=C1C(C)C,,,1,
C1CCC(CC1)C2=CC=CC=C2,,,1,
C1=CC=C(C=C1)C(Cl)Cl,,,0,
CN(C)C1C2CC3C(C4=CC=CC=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O,,,1,
C1=CC=C2C(=C1)N=C3C=C(C(=O)C=C3O2)N,,,1,
CC1=C([N+](=O)C2=CC=CC=C2N1[O-])C(=O)NCCO,,,0,
CS(=O)(=O)C1=CC=C(C=C1)C(C(CO)NC(=O)C(Cl)Cl)O,,,1,
C1CN(CCN1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4=CC=C(C=C4)F)F,,,0,
CC1=CC(=O)C2=CC=CC=C2C1=O,,,1,
CC(=O)NC1=CC2=NC3=CC=CC=C3OC2=CC1=O,,,1,
C=CN1C2=CC=CC=C2C3=CC=CC=C31,,,1,
C1=CC2=C(C(=C1)O)N=CC=C2,,,1,
C=CC1=CC=CC=N1,,,0,
C1=CC=C(C=C1)C2=NC(=NC(=N2)N)N,,,0,
C=CC1=CC=NC=C1,,,1,
C1CCC2=C(C1)C=CC=N2,,,0,
CN1C=CN=C1,,,0,
COC1=CC(=NC(=N1)OC2=C(C(=CC=C2)OC3=NC(=CC(=N3)OC)OC)C(=O)O)OC,,,1,
CC(C(=O)O)OC1=CC=C(C=C1)OC2=CN=C3C=C(C=CC3=N2)Cl,,,1,
CC(C(=O)O)OC1=CC=C(C=C1)OC2=NC3=C(O2)C=C(C=C3)Cl,,,1,
C1=CC=C2C(=C1)C3=CC=CC=C3S2,,,1,
CCCCS(=N)(=O)CCC(C(=O)O)N,,,,0
CC(C)N1C(=O)C2=CC=CC=C2NS1(=O)=O,,,,0
CCN(CC)CC.C1=C(C(=NC(=C1Cl)Cl)OCC(=O)O)Cl,,,,0
CCOP(=S)(OCC)SCSC1=CC=C(C=C1)Cl,,,,1
CCOP(=S)(OCC)SCSCC,,,,1
COC1=C(C(=C(C=C1)Cl)Cl)Cl,,,,1
COC1=C(C(=CC=C1)Cl)Cl,,,,1
COC1=C(C=C(C=C1Cl)Cl)Cl,,,,1
COC1=C(C=CC=C1Cl)Cl,,,,1
COC1=CC(=CC(=C1)Cl)Cl,,,,1
COC1=CC=C(C=C1)Cl,,,,1
C(CCCO)CCC(=O)O,,,,0
CCCCCCCCCCCCCCCC(=O)O,,,,0
CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,,,,0
CCCCCCCCCCCCCCCC(=O)OCC(CO)O,,,,1
C/C=C/C1=CC(=C(C=C1OC)OC)OC,,,,0
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)O,,,,0
CCCCCCCCCCCCCCCCCCCCCC(=O)OC,,,,0
CCCCCCCCCCCCCCCCCCCCCC(=O)OC,,,,1
CC(C)CCCC(C)CCCC(C)CCCC(C)(C=C)O,,,,0
CC(C)CCCC(C)CCCC(C)CCCC(C)(C=C)O,,,,0
C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O,,,,0
C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@H](O4)[C@@H](CO)O)O)O)O)O,,,,0
C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O)O,,,,0
C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,,,,0
CC1=CC=C(C=C1)C(C)(CCC=C(C)C)O,,,,0
C1=CC(=CC=C1CCO)O,,,,0
CCCCCCCCCCOC1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,,,,1
C1=CC(=C(C(=C1)O)O)O,,,,0
CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C,,,,0
CC(C)CCCC(C)CCCC(C)CCCC(=CCC(CO)C(=C)CCCC(C)CCCC(C)CCCC(C)C)C,,,,0
C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,,,,1
CCCCCCCCCCCCCC[C@H]([C@H]([C@H](CO)N)O)O,,,,1
B(C1=CC=CC=C1)(C2=CC=CC=C2)O,,,,1
B(C1=CC=CC=C1)(O)O,,,,0
[B-](C1=CC=CC=C1)(C2=CC=CC=C2)(C3=CC=CC=C3)[N+]4=CC=CC=C4,,,,1
